FullName;title;Photo;birthdate;birthplace;Gender
Javi LÓPEZ;NA;https://www.europarl.europa.eu/mepphoto/125042.jpg;11.11.1985;Madrid;M
Inma RODRÍGUEZ-PIÑERO;NA;https://www.europarl.europa.eu/mepphoto/125043.jpg;07.01.1958;Madrid;F
José BLANCO LÓPEZ;NA;https://www.europarl.europa.eu/mepphoto/125044.jpg;06.02.1962;Lugo;M
Clara AGUILERA;NA;https://www.europarl.europa.eu/mepphoto/125045.jpg;03.01.1964;Granada;F
Jonás FERNÁNDEZ;NA;https://www.europarl.europa.eu/mepphoto/125046.jpg;08.01.1979;Oviedo;M
Paloma LÓPEZ BERMEJO;NA;https://www.europarl.europa.eu/mepphoto/125047.jpg;20.02.1962;Madrid;F
Marina ALBIOL GUZMÁN;NA;https://www.europarl.europa.eu/mepphoto/125048.jpg;15.12.1982;Castellón;F
Maria Lidia SENRA RODRÍGUEZ;NA;https://www.europarl.europa.eu/mepphoto/125049.jpg;14.06.1958;Pobra do Brollón (Galiza);F
Ángela VALLINA;NA;https://www.europarl.europa.eu/mepphoto/125050.jpg;06.07.1959;Asturias;F
Josu JUARISTI ABAUNZ;NA;https://www.europarl.europa.eu/mepphoto/125051.jpg;04.03.1964;Azkoitia;M
Juan Carlos GIRAUTA VIDAL;NA;https://www.europarl.europa.eu/mepphoto/125052.jpg;12.03.1961;Barcelona;M
Jordi Vicent SEBASTIA TALAVERA;NA;https://www.europarl.europa.eu/mepphoto/125053.jpg;23.11.1966;Valencia;M
Kostas CHRYSOGONOS;NA;https://www.europarl.europa.eu/mepphoto/125061.jpg;27.06.1961;Serres;M
Georgios KATROUGKALOS;NA;https://www.europarl.europa.eu/mepphoto/125062.jpg;27.03.1963;Athina;NA
Georgios KYRTSOS;NA;https://www.europarl.europa.eu/mepphoto/125063.jpg;04.06.1952;Athina;M
Maria SPYRAKI;NA;https://www.europarl.europa.eu/mepphoto/125064.jpg;11.09.1965;Larisa;F
Elissavet VOZEMBERG-VRIONIDI;NA;https://www.europarl.europa.eu/mepphoto/125065.jpg;14.09.1956;Athina;F
Theodoros ZAGORAKIS;NA;https://www.europarl.europa.eu/mepphoto/125067.jpg;27.10.1971;Kavala;M
Manolis KEFALOGIANNIS;NA;https://www.europarl.europa.eu/mepphoto/125068.jpg;24.05.1959;Iraklio Kritis;M
Notis MARIAS;NA;https://www.europarl.europa.eu/mepphoto/125069.jpg;05.04.1957;Thessaloniki;M
Lampros FOUNTOULIS;NA;https://www.europarl.europa.eu/mepphoto/125070.jpg;23.01.1961;Nea Ionia Attikis;M
Georgios EPITIDEIOS;NA;https://www.europarl.europa.eu/mepphoto/125071.jpg;02.03.1953;Athina;M
Eleftherios SYNADINOS;NA;https://www.europarl.europa.eu/mepphoto/125072.jpg;06.07.1955;Argos Orestiko;M
Sotirios ZARIANOPOULOS;NA;https://www.europarl.europa.eu/mepphoto/125090.jpg;16.02.1961;Thessaloniki;M
Sofia SAKORAFA;NA;https://www.europarl.europa.eu/mepphoto/125091.jpg;29.04.1957;Trikala, Thessalia;F
Kostadinka KUNEVA;NA;https://www.europarl.europa.eu/mepphoto/125092.jpg;28.09.1964;Silistra;F
Kostas PAPADAKIS;NA;https://www.europarl.europa.eu/mepphoto/125093.jpg;18.04.1975;Athina;M
Liliana RODRIGUES;NA;https://www.europarl.europa.eu/mepphoto/125099.jpg;13.04.1973;Funchal;F
Miguel VIEGAS;NA;https://www.europarl.europa.eu/mepphoto/125100.jpg;27.06.1969;Paris (FR);M
José Inácio FARIA;NA;https://www.europarl.europa.eu/mepphoto/125101.jpg;13.03.1962;Viana do Castelo;M
Patricija ŠULIN;NA;https://www.europarl.europa.eu/mepphoto/125103.jpg;25.11.1965;Šempeter pri Gorici;F
Romana TOMC;NA;https://www.europarl.europa.eu/mepphoto/125104.jpg;02.11.1965;NA;F
Helga STEVENS;NA;https://www.europarl.europa.eu/mepphoto/125105.jpg;09.08.1968;Sint-Truiden;F
Johan VAN OVERTVELDT;NA;https://www.europarl.europa.eu/mepphoto/125106.jpg;24.08.1955;Mortsel;M
Claude ROLIN;NA;https://www.europarl.europa.eu/mepphoto/125107.jpg;26.05.1957;Charleroi;M
Louis IDE;NA;https://www.europarl.europa.eu/mepphoto/125108.jpg;03.07.1973;Roeselare;NA
Eva KAILI;NA;https://www.europarl.europa.eu/mepphoto/125109.jpg;26.10.1978;Thessaloniki;F
Nikos ANDROULAKIS;NA;https://www.europarl.europa.eu/mepphoto/125110.jpg;07.02.1979;Athina;M
Giorgos GRAMMATIKAKIS;NA;https://www.europarl.europa.eu/mepphoto/125112.jpg;21.05.1939;Irakleio;M
Miltiadis KYRKOS;NA;https://www.europarl.europa.eu/mepphoto/125113.jpg;01.04.1959;Athina;M
Iskra MIHAYLOVA;NA;https://www.europarl.europa.eu/mepphoto/125128.jpg;07.09.1957;Sofia;F
Curzio MALTESE;NA;https://www.europarl.europa.eu/mepphoto/125192.jpg;30.03.1959;Milano;M
Eleonora FORENZA;NA;https://www.europarl.europa.eu/mepphoto/125193.jpg;10.11.1976;Bari;F
Bronis ROPĖ;NA;https://www.europarl.europa.eu/mepphoto/125214.jpg;14.04.1955;Ignalina;M
Marco ZULLO;NA;https://www.europarl.europa.eu/mepphoto/125237.jpg;29.10.1978;Verona;M
Massimiliano SALINI;NA;https://www.europarl.europa.eu/mepphoto/125670.jpg;11.03.1973;Soresina (CR);M
Philippe LOISEAU;NA;https://www.europarl.europa.eu/mepphoto/125684.jpg;24.11.1957;Chartres;M
Jiří POSPÍŠIL;NA;https://www.europarl.europa.eu/mepphoto/125706.jpg;24.11.1975;Chomutov;M
Javier COUSO PERMUY;NA;https://www.europarl.europa.eu/mepphoto/125997.jpg;08.11.1968;Ferrol;M
Tania GONZÁLEZ PEÑAS;NA;https://www.europarl.europa.eu/mepphoto/127330.jpg;18.10.1982;Avilés;F
Linnéa ENGSTRÖM;NA;https://www.europarl.europa.eu/mepphoto/128588.jpg;02.04.1981;Uppsala;F
Sander LOONES;NA;https://www.europarl.europa.eu/mepphoto/128717.jpg;26.01.1979;Veurne;M
Urmas PAET;NA;https://www.europarl.europa.eu/mepphoto/129073.jpg;20.04.1974;Tallinn;M
Tom VANDENKENDELAERE;NA;https://www.europarl.europa.eu/mepphoto/129164.jpg;02.09.1984;Roeselare;M
Emilian PAVEL;NA;https://www.europarl.europa.eu/mepphoto/129256.jpg;25.10.1983;Salonta;M
Enrique CALVET CHAMBON;NA;https://www.europarl.europa.eu/mepphoto/129407.jpg;28.10.1950;NA;M
Hilde VAUTMANS;NA;https://www.europarl.europa.eu/mepphoto/130100.jpg;02.05.1972;Sint-Truiden;F
Stelios KOULOGLOU;NA;https://www.europarl.europa.eu/mepphoto/130833.jpg;27.02.1953;NA;M
Damiano ZOFFOLI;NA;https://www.europarl.europa.eu/mepphoto/131051.jpg;17.07.1960;Cesenatico;M
Miguel URBÁN CRESPO;NA;https://www.europarl.europa.eu/mepphoto/131507.jpg;26.03.1980;NA;M
Estefanía TORRES MARTÍNEZ;NA;https://www.europarl.europa.eu/mepphoto/131749.jpg;27.04.1982;Cudillero;F
Mihai ŢURCANU;NA;https://www.europarl.europa.eu/mepphoto/131750.jpg;02.11.1975;Botoșani;M
Pirkko RUOHONEN-LERNER;NA;https://www.europarl.europa.eu/mepphoto/132366.jpg;06.02.1957;Hyvinkää;F
Edward CZESAK;NA;https://www.europarl.europa.eu/mepphoto/132925.jpg;22.02.1951;Tarnòw;M
Karoline GRASWANDER-HAINZ;NA;https://www.europarl.europa.eu/mepphoto/133316.jpg;02.02.1974;ZAMS;F
Stefano MAULLU;NA;https://www.europarl.europa.eu/mepphoto/133326.jpg;15.03.1962;Milano;M
Jasenko SELIMOVIC;NA;https://www.europarl.europa.eu/mepphoto/134243.jpg;17.04.1968;Sarajevo;M
Xabier BENITO ZILUAGA;NA;https://www.europarl.europa.eu/mepphoto/135490.jpg;23.05.1988;Getxo;M
María Teresa GIMÉNEZ BARBAT;NA;https://www.europarl.europa.eu/mepphoto/135491.jpg;04.06.1955;Barcelona;F
Czesław HOC;NA;https://www.europarl.europa.eu/mepphoto/135540.jpg;22.02.1954;Jelenin;M
Sławomir KŁOSOWSKI;NA;https://www.europarl.europa.eu/mepphoto/135541.jpg;21.02.1964;Wambierzyce;M
João PIMENTA LOPES;NA;https://www.europarl.europa.eu/mepphoto/136236.jpg;12.04.1980;Campo Grande;M
Lieve WIERINCK;NA;https://www.europarl.europa.eu/mepphoto/183022.jpg;03.07.1957;Leuven;F
Jakop G. DALUNDE;NA;https://www.europarl.europa.eu/mepphoto/183338.jpg;02.02.1984;NA;M
Angelo CIOCCA;NA;https://www.europarl.europa.eu/mepphoto/183793.jpg;28.06.1975;NA;M
Ivica TOLIĆ;NA;https://www.europarl.europa.eu/mepphoto/185340.jpg;01.09.1968;Imotski;M
Željana ZOVKO;NA;https://www.europarl.europa.eu/mepphoto/185341.jpg;25.03.1970;Mostar;F
Tiemo WÖLKEN;NA;https://www.europarl.europa.eu/mepphoto/185619.jpg;05.12.1985;NA;M
John PROCTER;NA;https://www.europarl.europa.eu/mepphoto/185628.jpg;NA;NA;M
Alex MAYER;NA;https://www.europarl.europa.eu/mepphoto/185637.jpg;02.06.1981;High Wycombe;F
Jordi SOLÉ;NA;https://www.europarl.europa.eu/mepphoto/185974.jpg;26.10.1976;Caldes de Montbui;M
Arndt KOHN;NA;https://www.europarl.europa.eu/mepphoto/186884.jpg;03.09.1980;Stolberg;M
Patricia LALONDE;NA;https://www.europarl.europa.eu/mepphoto/188254.jpg;28.08.1952;Ares;F
André ELISSEN;NA;https://www.europarl.europa.eu/mepphoto/188445.jpg;12.02.1960;Frechen;M
Rupert MATTHEWS;NA;https://www.europarl.europa.eu/mepphoto/188622.jpg;05.12.1961;Dorking;M
John FLACK;NA;https://www.europarl.europa.eu/mepphoto/188623.jpg;03.01.1957;Romford;M
Wajid KHAN;NA;https://www.europarl.europa.eu/mepphoto/188624.jpg;15.10.1979;Burnley;M
John HOWARTH;NA;https://www.europarl.europa.eu/mepphoto/188636.jpg;31.10.1958;Newcastle upon Tyne;M
Christelle LETARD-LECHEVALIER;NA;https://www.europarl.europa.eu/mepphoto/188718.jpg;27.09.1968;Falaise;F
Marie-Pierre VIEU;NA;https://www.europarl.europa.eu/mepphoto/188721.jpg;01.02.1967;Tarbes;F
Jonathan BULLOCK;NA;https://www.europarl.europa.eu/mepphoto/188733.jpg;03.03.1963;Nottingham;M
Francis ZAMMIT DIMECH;NA;https://www.europarl.europa.eu/mepphoto/188906.jpg;23.10.1954;San Giljan;M
Dennis RADTKE;NA;https://www.europarl.europa.eu/mepphoto/188945.jpg;29.04.1979;Bochum;M
France JAMET;NA;https://www.europarl.europa.eu/mepphoto/189065.jpg;05.02.1961;Paris;F
Baroness Nosheena MOBARIK;Baroness;https://www.europarl.europa.eu/mepphoto/189391.jpg;16.10.1957;Man Chunnu;F
Răzvan POPA;NA;https://www.europarl.europa.eu/mepphoto/189490.jpg;20.01.1978;Brasov;M
Jiří PAYNE;NA;https://www.europarl.europa.eu/mepphoto/189507.jpg;07.07.1956;Praha;M
Asim ADEMOV;NA;https://www.europarl.europa.eu/mepphoto/189525.jpg;03.12.1968;Dubnitsa;M
Rory PALMER;NA;https://www.europarl.europa.eu/mepphoto/190099.jpg;19.11.1981;Worksop;M
Thomas WAITZ;NA;https://www.europarl.europa.eu/mepphoto/190464.jpg;16.05.1973;Vienna;M
Martin SCHIRDEWAN;NA;https://www.europarl.europa.eu/mepphoto/190517.jpg;12.07.1975;Berlin;M
Jörg MEUTHEN;NA;https://www.europarl.europa.eu/mepphoto/190518.jpg;29.06.1961;Essen;M
Caroline NAGTEGAAL;NA;https://www.europarl.europa.eu/mepphoto/190519.jpg;01.06.1980;Utrecht;F
Lukas MANDL;NA;https://www.europarl.europa.eu/mepphoto/190713.jpg;12.07.1979;Wien;M
Geoffroy DIDIER;NA;https://www.europarl.europa.eu/mepphoto/190774.jpg;12.04.1976;Boulogne-Billancourt;M
Michael DETJEN;NA;https://www.europarl.europa.eu/mepphoto/190799.jpg;28.04.1958;Nordhausen;M
Maria Gabriela ZOANĂ;NA;https://www.europarl.europa.eu/mepphoto/191377.jpg;15.06.1979;NA;F
Jacques COLOMBIER;NA;https://www.europarl.europa.eu/mepphoto/191510.jpg;17.02.1952;Trèves;M
Elsi KATAINEN;NA;https://www.europarl.europa.eu/mepphoto/191693.jpg;17.12.1966;Haapajärvi;F
Miroslavs MITROFANOVS;NA;https://www.europarl.europa.eu/mepphoto/191695.jpg;18.12.1966;NA;M
Dobromir SOŚNIERZ;NA;https://www.europarl.europa.eu/mepphoto/192298.jpg;18.10.1976;Katowice;M
Aleksander GABELIC;NA;https://www.europarl.europa.eu/mepphoto/192465.jpg;17.09.1965;Malmö;NA
Giuseppe FERRANDINO;NA;https://www.europarl.europa.eu/mepphoto/192634.jpg;21.03.1963;Ischia (NA);M
Danilo Oscar LANCINI;NA;https://www.europarl.europa.eu/mepphoto/192635.jpg;15.10.1965;Rovato (BS);M
Karine GLOANEC MAURIN;NA;https://www.europarl.europa.eu/mepphoto/193080.jpg;11.01.1958;Châteaubriant;NA
Mirja VEHKAPERÄ;NA;https://www.europarl.europa.eu/mepphoto/193269.jpg;06.04.1976;NA;NA
Romeo FRANZ;NA;https://www.europarl.europa.eu/mepphoto/193273.jpg;28.10.1966;Kaiserslautern;M
Tilly METZ;NA;https://www.europarl.europa.eu/mepphoto/193292.jpg;26.05.1967;Luxembourg;F
Christophe HANSEN;NA;https://www.europarl.europa.eu/mepphoto/193419.jpg;21.02.1982;WILTZ;M
Giovanni MICCICHÈ;NA;https://www.europarl.europa.eu/mepphoto/193706.jpg;01.04.1954;Palermo;NA
Igor GRÄZIN;NA;https://www.europarl.europa.eu/mepphoto/193879.jpg;27.06.1952;TARTU;NA
Stefan GEHROLD;NA;https://www.europarl.europa.eu/mepphoto/194391.jpg;14.11.1965;Freiburg;NA
Anders SELLSTRÖM;NA;https://www.europarl.europa.eu/mepphoto/194658.jpg;19.03.1964;Umeå;NA
Ralph PACKET;NA;https://www.europarl.europa.eu/mepphoto/195454.jpg;17.07.1990;Etterbeek;NA
Babette WINTER;NA;https://www.europarl.europa.eu/mepphoto/195912.jpg;06.06.1964;Castrop-Rauxel;NA
Aleksejs LOSKUTOVS;NA;https://www.europarl.europa.eu/mepphoto/196042.jpg;22.08.1962;NA;NA
